id,destination,country,category,subcategory,name,address,latitude,longitude,phone,email,website,opening_hours,price,description,source_url,source_listing_id,scraped_at
925fd189f52ddf26,Paris,France,see,Landmarks,Arc de Triomphe de l'Étoile,,48.8738,2.295,,,,,,The Arc de Triomphe exudes grandeur and offers a central view of the city.,https://en.wikivoyage.org/wiki/Paris,Arc_de_Triomphe_de_l'Étoile,2026-09-18T13:31:49+00:00
2ffbdbb1ed5a0a8c,Barcelona,Spain,see,With children,Tibidabo Mountain amusement park,"Plaça Tibidabo, 3-4, 08035 Barcelona",41.421751,2.120044,+34932117942,,https://www.tibidabo.cat/en,,Ticket prices vary,"Tibidabo is a popular attraction with stunning vistas, an historic amusement park, and the iconic Sagrat Cor church.",https://en.wikivoyage.org/wiki/Barcelona,Tibidabo_Mountain_amusement_park,2026-09-18T13:31:51+00:00
2641022c6d3ef8b9,Barcelona,Spain,do,With children,Cable car,,,,,,https://www.holabarcelona.com/tickets/cable-car-montjuic-barcelona,,€12.78,Ride the,https://en.wikivoyage.org/wiki/Barcelona,Cable_car,2026-09-18T13:31:51+00:00
a889bec8c264d4e1,Barcelona,Spain,buy,Festivals and events,La Boqueria,,41.381944,2.172111,,,http://www.boqueria.info,,,In,https://en.wikivoyage.org/wiki/Barcelona,La_Boqueria,2026-09-18T13:31:51+00:00
8b7100e19e691d20,Barcelona,Spain,eat,Restaurants,Comer y no Bombas,,,,,,,,,Shares free vegan food.,https://en.wikivoyage.org/wiki/Barcelona,Comer_y_no_Bombas,2026-09-18T13:31:51+00:00
40d7cc266ad71fdd,Rome,Italy,do,By plane,Ciampino International Airport,,41.7995,12.5914,+390794941,,http://www.adr.it/ciampino,,,"This small low-cost airport is closer to the city centre than Fiumicino and has no direct train connection. To reach it from Termini and other stations, take a train to Ciampino station, then hop on a bus that goes directly to the airport (Ciampino AirLink). The departure of the bus is linked to the arrival of the train, since the service is offered by Trenitalia through a unique and cheap ticket…",https://en.wikivoyage.org/wiki/Rome,Ciampino_International_Airport,2026-09-18T13:31:53+00:00
64a43eb06ebc512e,Rome,Italy,buy,Events,[,,,,,,http://fashiondistrict.it,,,"A little further away from Rome than Castel Romano, you can find Valmontone outlet on the motorway towards Napoli just 50",https://en.wikivoyage.org/wiki/Rome,Valmontone,2026-09-18T13:31:53+00:00
434379ca7c42274f,Rome,Italy,sleep,Camping,Happy Valley,,,,+3906-33626401,,,,,"It has a pool, a bar, a restaurant and a minimarket.",https://en.wikivoyage.org/wiki/Rome,Happy_Valley,2026-09-18T13:31:53+00:00
4c3e56bf10c75b45,Istanbul,Turkey,do,By plane,Sabiha Gökçen International Airport,,40.9066,29.3154,,,,,,"Istanbul's Asia-side airport is 30 km east of city centre. It has many domestic flights, often by Anadolu Jet the budget offshoot of Turkish Airlines. Pegasus and other carriers have flights across Europe, the Middle East, North Africa and Western Asia, especially in summer when this is a low cost route to the Turkish beach resorts and Northern Cyprus. None of the airlines that use Sabiha Gökçen…",https://en.wikivoyage.org/wiki/Istanbul,Sabiha_Gökçen_International_Airport,2026-09-18T13:31:55+00:00
4270c9a0e29b0333,Istanbul,Turkey,see,Consulates,India,"Cumhuriyet Cd 18, Dörtler Apt 7th floor, Elmadağ",28.986987,41.042762,+90212296-21-31,,https://cgiistanbul.gov.in/,,,,https://en.wikivoyage.org/wiki/Istanbul,India,2026-09-18T13:31:55+00:00
365ad1182336e235,Bangkok,Thailand,do,By plane,Don Mueang Airport,,13.9125,100.6067,,,https://donmueang.airportthai.co.th/,,,"This was Bangkok's main airport until 2006. These days, the airport primarily caters to budget carriers, and handles flights by",https://en.wikivoyage.org/wiki/Bangkok,mwBo8,2026-09-18T13:31:57+00:00
742414e7aae0816f,Bangkok,Thailand,see,Universities,National Institute of Development Administration,,13.769621,100.652622,,,http://www.nida.ac.th,,,The only university in Thailand that focuses on business education.,https://en.wikivoyage.org/wiki/Bangkok,National_Institute_of_Development_Administration,2026-09-18T13:31:57+00:00
f3555534e93d6c15,Bangkok,Thailand,eat,Dinner cruises,Loy Nava,1367 Charoen Nakhorn Rd,,,+662437-4932,,http://www.loynava.com,Departure 18:00 or 20:10 daily,"1,400 baht","This dinner cruise heads out with 70-seater rice barges. Departure from Si Phraya pier (near River City), and there is a free pickup from most hotels.",https://en.wikivoyage.org/wiki/Bangkok,Loy_Nava,2026-09-18T13:31:57+00:00
2054fd35816c2d3f,Marrakech,Morocco,see,By taxi,Djemaa El-Fna,,31.62604,-7.98903,,,,,,"The highlight of any Marrakech night. Musicians, dancers, and story tellers pack this square at the heart of the medina, filling it with a cacophony of drum beats and excited shouts. Scores of stalls sell a wide array of Moroccan fare (see the Eat section) and you will almost certainly be accosted by women wanting to give you a henna tattoo. Amateur boxing matches are sometimes held. Enjoy the va…",https://en.wikivoyage.org/wiki/Marrakech,Djemaa_El-Fna,2026-09-18T13:31:47+00:00
77581e3085753bed,Marrakech,Morocco,do,By bus,Supratours Terminal,,31.629756,-8.019021,,,,,,Supratours buses depart from just southwest of the train station (see above).,https://en.wikivoyage.org/wiki/Marrakech,Supratours_Terminal,2026-09-18T13:31:47+00:00
1cdb4bc90aea8343,Marrakech,Morocco,buy,Desert trekking,Faissal,119 Rue Mouassine,31.631844,-7.984548,+212696972001,bennounatheweaver@gmail.com,,,,"Tiny workshop making scarves in wool, cotton, and linen.",https://en.wikivoyage.org/wiki/Marrakech,Faissal,2026-09-18T13:31:47+00:00
7c6e9ae932376942,Marrakech,Morocco,eat,Budget,Henna Cafe,"93 Arset Aouzal Souikat, bab Doukala",31.631547,-7.994308,+212656566374,info@hennacafemarrakech.com,http://www.hennacafemarrakech.com,11:00-20:00,40 dirham mains,A pretty little cafe on 3 floors with an orange sign on the Berber hand-carved wooden facade opened in November 2011. You can have a cup of tea or coffee or simple lunch with dessert or just a sandwich. The Henna Café offers safe henna body adornment as well-ranging from a 50 dirham small motif on your hand to a full arm complex design for a wedding from 500 dirham. All profits go to local causes…,https://en.wikivoyage.org/wiki/Marrakech,Henna_Cafe,2026-09-18T13:31:47+00:00
a2c9e7de8ee089b9,Marrakech,Morocco,drink,Splurge,Hotel Grand Tazi,Rue Bab Agnaou,31.622504,-7.98953,,,,,,"The hotel has a public bar, serving beer and wine and is not overly expensive.",https://en.wikivoyage.org/wiki/Marrakech,Hotel_Grand_Tazi,2026-09-18T13:31:47+00:00
39cac9ebaa2e2c07,Marrakech,Morocco,sleep,Splurge,Riad Abaka,21 Derb Roukni Laksour,31.62758,-7.991989,+212666978703,guesthouseabaka@gmail.com,,,,A spacious riad with seven beautifully furnished bedrooms and ensuite bathrooms.,https://en.wikivoyage.org/wiki/Marrakech,Riad_Abaka,2026-09-18T13:31:47+00:00
fb6c869c41d30ef8,Paris,France,do,By bus,Regiojet,bus stop along Rue du Faubourg near Château-Landon Metro stop,48.87839,2.36179,+420222222221,info@regiojet.com,https://www.regiojet.com/,,,"A Czech company, offers connections to Paris from Prague and via Prague from Berlin and other cities. Good service and economical.",https://en.wikivoyage.org/wiki/Paris,Regiojet,2026-09-18T13:31:49+00:00
1f0a53d6097cb07a,Paris,France,see,Landmarks,Champs-Élysées,,48.86967,2.30786,,,,,,Widely regarded to be one of the most recognizable avenues in the world,https://en.wikivoyage.org/wiki/Paris,Champs-Élysées,2026-09-18T13:31:49+00:00
b5c5e80719d21afc,Barcelona,Spain,see,Festivals and events,University of Barcelona,,41.386667,2.163889,+34934035478,,http://www.ub.edu/sl/ca/fl/formling.htm,,,,https://en.wikivoyage.org/wiki/Barcelona,University_of_Barcelona,2026-09-18T13:31:51+00:00
caaa9a4f48874da6,Barcelona,Spain,do,With children,Artoba Tours,,,,+34656855866,info@artobatours.com,https://www.artobatours.com,,"€54–200 pp, depending on tour",City and day tours of Barcelona and Catalonia led by a professional archaeologist.,https://en.wikivoyage.org/wiki/Barcelona,Artoba_Tours,2026-09-18T13:31:51+00:00
5010accc7e7b2166,Barcelona,Spain,eat,Restaurants,El Glop,,,,,,http://www.elglop.com,,,"Three locations, in",https://en.wikivoyage.org/wiki/Barcelona,El_Glop,2026-09-18T13:31:51+00:00
25910956d83a7330,Rome,Italy,do,Events,Estate Romana Festival,,,,,,http://www.estateromana.comune.roma.it/,,,"From late June through early September offers various musical events of jazz, rock, and classical music, and film, sport, theater and children’s fun.",https://en.wikivoyage.org/wiki/Rome,Estate_Romana_Festival,2026-09-18T13:31:53+00:00
c390827d22298df5,Istanbul,Turkey,do,By train,Halkalı railway station,"İstasyon Cd., İstasyon Mah., 34303, Halkalı",41.0188,28.767,,,,,,"The current terminus. Ticket machines for the Mamaray trains only accept Turkish cash except for a single one which now takes cards, though it will likely have a long queue when you arrive.",https://en.wikivoyage.org/wiki/Istanbul,Halkalı_railway_station,2026-09-18T13:31:55+00:00
b5edfbec53c2066a,Bangkok,Thailand,do,By train,Thonburi Train Station,,13.7606,100.4789,,,,,,The terminus for twice-daily trains to,https://en.wikivoyage.org/wiki/Bangkok,Thonburi_Train_Station,2026-09-18T13:31:57+00:00
a73895f6c7d88559,Bangkok,Thailand,see,Universities,Assumption University,,13.612056,100.837694,,,https://www.au.edu/,,,Thailand's most prestigious private Catholic university.,https://en.wikivoyage.org/wiki/Bangkok,Assumption_University,2026-09-18T13:31:57+00:00
12dba1b792be5c8d,Bangkok,Thailand,eat,Dinner cruises,Manohra,257 Charoen Nakhorn Rd,,,+662477-0770,,http://www.manohracruises.com/,Departure 19:30 daily,"1,250-1,990 baht","These restored Thai rice barges seat 40 people. Departure from Marriott Resort pier, with an optional pick-up from Saphan Taksin BTS station.",https://en.wikivoyage.org/wiki/Bangkok,Manohra,2026-09-18T13:31:57+00:00
c0d5c729115e478b,Marrakech,Morocco,see,By taxi,The Souks,,31.6271,-7.98727,,,,,,"Markets of Marrakech, just adjacent to Place Djemaa El-Fna, are where you can buy almost anything, from spices to shoes, jellabas to kaftans, and tea pots to tagines. Undoubtedly, being a foreigner means you will end up paying higher prices than a native would, but be sure to bargain nonetheless. If you happen to run out of dirham, you will also find plenty of people in the souks who will eagerly…",https://en.wikivoyage.org/wiki/Marrakech,The_Souks,2026-09-18T13:31:47+00:00
ff7b9e9bad669b47,Marrakech,Morocco,do,By bus,Gare Voyageurs,,31.626557,-8.020083,,,,,,"CTM operates a separate bus station. You can buy the tickets in advance. The CTM's offices are better than at the Gare Routière, and there are no people trying to push you to their bus company. The office and station on Zerktouni street does not exist anymore. CTM has also an office at the long distance bus station (see above) if you just want to buy your tickets in advance or check the schedule.",https://en.wikivoyage.org/wiki/Marrakech,Gare_Voyageurs,2026-09-18T13:31:47+00:00
77d7c55ec297eff2,Marrakech,Morocco,buy,Desert trekking,Maison du Caftan,65 Rue Sidi el Yamani,,,+2125244-41051,,http://maisonducaftanmarrakech.com/,09:00-20:00,1000 dirham,Boutique specializing in traditional Moroccan caftans.,https://en.wikivoyage.org/wiki/Marrakech,Maison_du_Caftan,2026-09-18T13:31:47+00:00
a06fec867e2a39fe,Marrakech,Morocco,eat,Budget,Chez Bismilah,193 Souk El kebir,31.630851,-7.986999,,,,,,Amazing food and wonderful service. The owner is very kind and the fantastic chef is a humble lady who cooks perfectly all the traditional Moroccan recipes. Tayine Royale is recommended. The roof top has an amazing view over the old medina.,https://en.wikivoyage.org/wiki/Marrakech,Chez_Bismilah,2026-09-18T13:31:47+00:00
d2d7503fd1d4a465,Marrakech,Morocco,drink,Splurge,Narwama,"Hay Zefriti 30, Rue Koutoubia.",31.626055,-7.992235,+212672508700,,http://www.narwama.com/,,150 dirham mains,"Restaurant and bar that has a fire fountain in the centre and an open roof around the patio. The atmosphere is very chilled and their food is very good, but slightly expensive. Good for pre-dinner drinks.",https://en.wikivoyage.org/wiki/Marrakech,Narwama,2026-09-18T13:31:47+00:00
6628c98a9d71a8aa,Marrakech,Morocco,sleep,Splurge,Riad Amazigh,"80, Derb El Hammam Mouassine",,,+212524-440-793,infomarrakech@equity-point.com,http://www.equity-point.com/index.php?Itemid=161&lang=en,,from €9 for bed in dorm,"A former luxury riad, now a beautiful hostel. Doubles, singles, and dorms which house up to 8 people. Roof top terrace with nice views, unheated pool, restaurant and bar. Wi-Fi in communal areas, breakfast included. Open 24 hrs, can book activities and excursions.",https://en.wikivoyage.org/wiki/Marrakech,Riad_Amazigh,2026-09-18T13:31:47+00:00
374bf36e35bf71cb,Paris,France,do,Sports,French Open,,48.84716,2.24924,,,,,,One of the four,https://en.wikivoyage.org/wiki/Paris,French_Open,2026-09-18T13:31:49+00:00
f3fdec9843a5ff9f,Paris,France,see,Landmarks,Notre Dame Cathedral,,48.853,2.3498,,,,,,Impressive,https://en.wikivoyage.org/wiki/Paris,Notre_Dame_Cathedral,2026-09-18T13:31:49+00:00
000bb3473f3427af,Barcelona,Spain,see,Festivals and events,Universitat Autònoma de Barcelona,,41.500278,2.107778,+34935811325,,http://www.uab.cat/servlet/Satellite/Idiomes-per-a-estrangers-1193818051796.html,,,,https://en.wikivoyage.org/wiki/Barcelona,Universitat_Autònoma_de_Barcelona,2026-09-18T13:31:51+00:00
3b4eb3a702bfcb6d,Barcelona,Spain,do,With children,Spanish Civil War tours,,,,,info@spanishcivilwartours.com,https://thespanishcivilwar.com/,,€30 pp,"Walking tour of Barcelona visiting key sites relating to the Spanish Civil War, covering themes such as Anarchism, the International Brigades, George Orwell and the realities of daily life and bombing during the war.",https://en.wikivoyage.org/wiki/Barcelona,Spanish_Civil_War_tours,2026-09-18T13:31:51+00:00
759dc411483c98dc,Barcelona,Spain,eat,Restaurants,Balordi,,41.375066,2.147459,,,https://balordi.es,,,"Located near Plaça d’Espanya. Casual Italian street-food spot specialising in panini and handmade meatballs. Expect bold flavours and quick counter service, with a few sidewalk benches for eating in. Allow about €10–15 per person depending on your choice.",https://en.wikivoyage.org/wiki/Barcelona,Balordi,2026-09-18T13:31:51+00:00
1ef1242b9334210b,Rome,Italy,do,Events,White Night (Notte Bianca),,,,,,http://lanottebianca.it/?pagina=homepage_en&Nascosto=&IdLingua=2,,,"In early to mid-September, various events until dawn, plus shops and restaurants, museums stay open while the Roman Notte Bianca stages music, dance and theater events. Expect enormous crowds; buses and trams will be packed to the brim.",https://en.wikivoyage.org/wiki/Rome,White_Night_(Notte_Bianca),2026-09-18T13:31:53+00:00
3a0b86ccea06900a,Istanbul,Turkey,do,City passes,MegaPass Istanbul,"Gumussuyu, İnonu Cd. No 11",,,,,https://megapass.com/turkey/istanbul/pass,,"€116–€284, depending on the pass","MegaPass Istanbul offers several city pass options combining Bosphorus cruises, guided tours, and access to key attractions. Travelers can choose from:",https://en.wikivoyage.org/wiki/Istanbul,MegaPass_Istanbul,2026-09-18T13:31:55+00:00
aaac37c150061cc7,Bangkok,Thailand,do,By train,Wongwian Yai Train Station,,13.7243,100.491,,,,,,Serves the rustic Mae Klong commuter line to the fishing village of,https://en.wikivoyage.org/wiki/Bangkok,Wongwian_Yai_Train_Station,2026-09-18T13:31:57+00:00
7adc5cfba8bfa0eb,Bangkok,Thailand,see,Universities,Ramkhamhaeng University,,13.755236,100.620142,,,http://www.ru.ac.th,,,Thailand's largest public university.,https://en.wikivoyage.org/wiki/Bangkok,Ramkhamhaeng_University,2026-09-18T13:31:57+00:00
4eb28fa675234515,Bangkok,Thailand,eat,Dinner cruises,Wan Fah,292 Rachawongse Rd,,,+662222-8679,,https://wanfah.in.th/,Departure 19:00 daily,"1,000 baht","These 2-hr dinner cruises include a set meal of farang-friendly Thai food and seafood, live music and Thai classical dancing. Departure from River City.",https://en.wikivoyage.org/wiki/Bangkok,Wan_Fah,2026-09-18T13:31:57+00:00
ac43d8d1ec5bf280,Marrakech,Morocco,see,By taxi,Koutoubia Mosque,,31.6237,-7.9935,,,,,,"Named after the booksellers market that used to be located here. It is said that the minaret of the Koutoubia mosque is to Marrakech as the Eiffel Tower is to Paris. The minaret is visible from Gueliz which is connected to the Medina by Avenue Mohammed V. At night, the mosque is beautifully lit. It was completed under the reign of the Berber Almohad Caliph Yaqub al-Mansur (1184 to 1199), and has…",https://en.wikivoyage.org/wiki/Marrakech,Koutoubia_Mosque,2026-09-18T13:31:47+00:00
96d1df7c4395f3cf,Marrakech,Morocco,do,By bus,Gare Routière,,31.635669,-7.999205,,,,,,Most,https://en.wikivoyage.org/wiki/Marrakech,Gare_Routière,2026-09-18T13:31:47+00:00
018033502300379f,Marrakech,Morocco,eat,Budget,Café Babouche medina,37 Rue des Banques,31.62631,-7.986957,,,,,,In a small street a few steps from the Jemaa El Fna square. You can eat there in a friendly atmosphere. The veal tagine with prunes and almonds is spectacular.,https://en.wikivoyage.org/wiki/Marrakech,Café_Babouche_medina,2026-09-18T13:31:47+00:00
